Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
55.00	7.000	0.00	144.42	57.77	9.76	-0.05201	0.01027	7.122	-0.12	55.00	7.000	0.00	
54.99	7.000	5.00	148.43	59.37	11.07	-0.15659	0.01859	7.122	4.84	55.00	7.000	5.00	
54.99	7.000	10.00	146.53	58.61	10.44	-0.06656	0.01686	7.121	9.75	55.00	7.000	10.00	
54.99	7.000	15.00	150.08	60.03	11.67	-0.21049	0.02518	7.117	14.65	55.00	7.000	15.00	
55.00	7.000	20.00	151.10	60.44	12.11	-0.07507	0.02743	7.112	19.56	55.00	7.000	20.00	
55.00	7.000	25.00	151.60	60.64	11.69	0.02990	0.02844	7.105	24.48	55.00	7.000	25.00	
54.99	7.000	30.00	154.97	61.99	12.27	0.07685	0.02777	7.097	29.39	55.00	7.000	30.00	
55.00	7.000	35.00	158.91	63.56	13.18	0.00205	0.02976	7.088	34.30	55.00	7.000	35.00	
55.00	7.000	40.00	162.80	65.12	13.56	-0.01382	0.03012	7.077	39.22	55.00	7.000	40.00	
54.99	7.000	45.00	166.53	66.61	13.77	-0.16650	0.03019	7.066	44.15	55.00	7.000	45.00	
55.01	7.000	50.00	170.44	68.17	13.66	-0.16247	0.02871	7.051	49.09	55.00	7.000	50.00	
55.01	7.000	55.00	174.10	69.64	13.82	-0.13175	0.02580	7.038	54.05	55.00	7.000	55.00	
55.01	7.000	60.00	176.68	70.67	13.62	-0.19638	0.02323	7.026	59.05	55.00	7.000	60.00	
55.01	7.000	65.00	178.46	71.38	13.74	-0.24575	0.01904	7.016	64.07	55.00	7.000	65.00	
55.01	7.000	70.00	178.59	71.44	14.01	-0.09780	0.01345	7.006	69.10	55.00	7.000	70.00	
55.01	7.000	75.00	174.28	69.71	13.40	-0.01138	0.00751	6.996	74.15	55.00	7.000	75.00	
55.00	7.000	78.00	169.76	67.90	13.25	0.09091	0.00327	6.991	77.17	55.00	7.000	78.00	
55.00	7.000	81.00	163.79	65.52	13.23	0.11374	-0.00032	6.986	80.21	55.00	7.000	81.00	
55.00	7.000	84.00	156.15	62.46	12.57	0.06000	-0.00120	6.982	83.26	55.00	7.000	84.00	
55.00	7.000	86.00	153.04	61.21	11.24	0.09743	-0.00287	6.979	85.30	55.00	7.000	86.00	
55.00	7.000	88.00	163.07	65.23	8.76	0.15983	-0.00492	6.977	87.35	55.00	7.000	88.00	
55.00	7.000	90.00	212.98	85.19	7.03	0.15772	-0.00504	6.976	89.40	55.00	7.000	90.00	
54.99	7.000	92.00	181.35	72.54	8.08	0.16863	-0.00554	6.974	91.48	55.00	7.000	92.00	
55.00	7.000	94.00	155.04	62.02	10.54	0.16233	-0.00634	6.972	93.57	55.00	7.000	94.00	
55.00	7.000	96.00	154.86	61.94	12.30	0.19584	-0.00676	6.972	95.64	55.00	7.000	96.00	
54.99	7.000	99.00	163.24	65.30	13.58	0.18936	-0.00711	6.971	98.67	55.00	7.000	99.00	
55.00	7.000	102.00	171.07	68.43	14.13	0.11683	-0.00819	6.968	101.65	55.00	7.000	102.00	
55.00	7.000	105.00	176.25	70.50	14.35	0.11997	-0.00870	6.964	104.60	55.00	7.000	105.00	
54.99	7.000	110.00	180.61	72.25	14.49	0.07178	-0.00789	6.950	109.48	55.00	7.000	110.00	
55.00	7.000	115.00	180.27	72.11	13.82	0.01989	-0.00781	6.932	114.37	55.00	7.000	115.00	
55.00	7.000	120.00	179.07	71.63	13.88	0.03457	-0.00696	6.911	119.28	55.00	7.000	120.00	
55.00	7.000	125.00	175.69	70.28	13.36	-0.00401	-0.00577	6.890	124.21	55.00	7.000	125.00	
55.00	7.000	130.00	171.70	68.68	12.96	0.00212	-0.00498	6.872	129.17	55.00	7.000	130.00	
54.99	7.000	135.00	168.24	67.30	12.98	0.02636	-0.00200	6.853	134.16	55.00	7.000	135.00	
