Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
45.00	0.050	0.00	1565.56	626.22	22.35	-0.12554	0.00086	0.052	-0.34	45.00	0.050	0.00	
45.01	0.050	5.00	1545.98	618.39	20.36	0.01169	-0.00011	0.053	3.49	45.00	0.050	5.00	
45.01	0.050	10.00	1545.28	618.11	20.41	-0.01110	0.00000	0.053	8.53	45.00	0.050	10.00	
44.99	0.051	15.00	1549.24	619.70	20.44	0.01304	0.00005	0.053	13.33	45.00	0.050	15.00	
44.99	0.050	20.00	1549.72	619.89	20.45	-0.02771	-0.00001	0.053	18.20	45.00	0.050	20.00	
44.99	0.050	25.00	1549.15	619.66	20.45	-0.00410	0.00009	0.053	23.15	45.00	0.050	25.00	
44.99	0.050	30.00	1549.94	619.98	20.53	0.01753	0.00005	0.053	27.86	45.00	0.050	30.00	
44.99	0.050	35.00	1557.29	622.92	20.65	-0.00218	0.00007	0.052	32.53	45.00	0.050	35.00	
44.99	0.050	40.00	1558.11	623.25	20.69	-0.02924	0.00006	0.051	37.31	45.00	0.050	40.00	
44.99	0.050	45.00	1560.82	624.33	20.80	-0.02503	0.00007	0.051	42.00	45.00	0.050	45.00	
44.99	0.050	50.00	1560.59	624.24	20.67	-0.03342	-0.00001	0.050	46.98	45.00	0.050	50.00	
44.99	0.050	55.00	1563.32	625.33	20.31	-0.00451	-0.00008	0.050	51.95	45.00	0.050	55.00	
44.99	0.050	60.00	1567.44	626.98	20.43	-0.03966	-0.00005	0.049	57.09	45.00	0.050	60.00	
44.99	0.050	65.00	1570.10	628.04	20.53	-0.01077	-0.00010	0.049	62.39	45.00	0.050	65.00	
44.99	0.050	70.00	1572.93	629.17	20.49	-0.02618	-0.00013	0.049	67.64	45.00	0.050	70.00	
44.99	0.050	75.00	1573.76	629.50	20.55	-0.00337	-0.00016	0.048	73.13	45.00	0.050	75.00	
44.99	0.050	78.00	1573.77	629.51	20.48	0.01820	-0.00025	0.048	76.58	45.00	0.050	78.00	
44.99	0.050	81.00	1573.28	629.31	20.46	-0.02347	-0.00020	0.048	79.93	45.00	0.050	81.00	
44.99	0.050	84.00	1567.35	626.94	19.85	0.00340	-0.00033	0.048	83.12	45.00	0.050	84.00	
44.99	0.050	86.00	1570.96	628.38	20.30	0.03131	-0.00035	0.048	85.19	45.00	0.050	86.00	
44.99	0.050	88.00	1572.23	628.89	20.71	0.00359	-0.00032	0.048	87.54	45.00	0.050	88.00	
44.99	0.050	90.00	1570.30	628.12	20.55	0.00426	-0.00030	0.048	89.71	45.00	0.050	90.00	
44.99	0.050	92.00	1571.53	628.61	20.37	-0.01785	-0.00033	0.048	91.98	45.00	0.050	92.00	
44.99	0.050	94.00	1571.54	628.62	20.43	-0.00862	-0.00034	0.049	93.91	45.00	0.050	94.00	
44.99	0.050	96.00	1571.07	628.43	20.49	-0.01407	-0.00025	0.048	96.02	45.00	0.050	96.00	
44.99	0.050	99.00	1571.67	628.67	20.47	-0.01637	-0.00034	0.049	99.04	45.00	0.050	99.00	
44.99	0.050	102.00	1570.65	628.26	20.42	-0.03507	-0.00032	0.049	102.21	45.00	0.050	102.00	
44.99	0.050	105.00	1567.59	627.04	20.34	0.00571	-0.00033	0.049	105.41	45.00	0.050	105.00	
44.99	0.050	110.00	1566.41	626.57	20.49	-0.07021	-0.00025	0.049	110.28	45.00	0.050	110.00	
44.99	0.050	115.00	1568.55	627.42	20.49	0.00895	-0.00030	0.049	115.68	45.00	0.050	115.00	
44.99	0.050	120.00	1565.03	626.01	20.35	-0.00550	-0.00023	0.050	120.53	45.00	0.050	120.00	
44.99	0.050	125.00	1557.27	622.91	19.90	0.02287	-0.00030	0.049	125.77	45.00	0.050	125.00	
45.00	0.050	130.00	1560.49	624.20	20.77	-0.00747	-0.00013	0.050	130.96	45.00	0.050	130.00	
44.99	0.050	135.00	1558.77	623.51	20.94	0.02583	-0.00028	0.050	136.17	45.00	0.050	135.00	
45.00	0.050	140.00	1555.66	622.26	20.79	-0.00264	-0.00007	0.050	141.13	45.00	0.050	140.00	
45.00	0.050	145.00	1549.64	619.86	20.39	0.00795	-0.00017	0.050	146.30	45.00	0.050	145.00	
45.00	0.050	150.00	1550.47	620.19	20.56	0.01974	-0.00005	0.050	151.40	45.00	0.050	150.00	
44.99	0.050	155.00	1555.41	622.17	20.71	-0.01543	-0.00005	0.051	156.32	45.00	0.050	155.00	
44.99	0.050	160.00	1552.32	620.93	20.62	0.00857	-0.00012	0.051	161.40	45.00	0.050	160.00	
44.99	0.050	165.00	1549.65	619.86	20.37	0.00575	-0.00007	0.051	166.34	45.00	0.050	165.00	
44.99	0.050	170.00	1550.76	620.30	20.90	-0.07819	0.00003	0.051	171.16	45.00	0.050	170.00	
45.01	0.049	175.00	1546.50	618.60	20.47	0.00016	-0.00002	0.052	176.24	45.00	0.050	175.00	
44.99	0.050	180.00	1549.39	619.76	20.36	-0.06603	0.00005	0.052	181.27	45.00	0.050	180.00	
44.99	0.050	185.00	1542.56	617.02	19.90	0.04658	-0.00010	0.052	186.13	45.00	0.050	185.00	
44.99	0.050	190.00	1549.45	619.78	20.49	-0.08340	0.00003	0.052	191.12	45.00	0.050	190.00	
44.99	0.050	195.00	1548.60	619.44	20.21	-0.01044	-0.00003	0.052	196.15	45.00	0.050	195.00	
44.99	0.050	200.00	1550.72	620.29	20.52	0.00474	0.00001	0.052	201.22	45.00	0.050	200.00	
45.01	0.050	205.00	1551.31	620.52	20.35	-0.00869	0.00003	0.052	206.16	45.00	0.050	205.00	
45.01	0.050	210.00	1550.57	620.23	20.31	0.02541	-0.00002	0.053	210.98	45.00	0.050	210.00	
44.99	0.049	215.00	1558.92	623.57	20.61	-0.01619	0.00000	0.053	215.81	45.00	0.050	215.00	
44.99	0.050	220.00	1559.91	623.97	20.45	0.02782	0.00003	0.053	220.73	45.00	0.050	220.00	
44.99	0.050	225.00	1561.20	624.48	20.27	0.00820	0.00000	0.053	225.47	45.00	0.050	225.00	
44.99	0.050	230.00	1562.79	625.12	20.09	0.00722	-0.00001	0.053	230.24	45.00	0.050	230.00	
44.99	0.050	235.00	1564.55	625.82	20.20	0.00189	-0.00004	0.053	235.10	45.00	0.050	235.00	
44.99	0.050	240.00	1567.18	626.87	20.32	0.00078	-0.00004	0.053	239.88	45.00	0.050	240.00	
