Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
35.00	3.000	0.00	765.02	306.01	20.43	-0.16615	0.00311	3.098	-0.21	35.00	3.000	0.00	
35.00	3.000	5.00	756.28	302.51	19.20	-0.04009	0.00207	3.098	4.70	35.00	3.000	5.00	
35.00	3.000	10.00	761.66	304.67	19.79	-0.11241	0.00322	3.097	9.65	35.00	3.000	10.00	
35.00	3.000	15.00	758.39	303.36	19.42	-0.06299	0.00333	3.095	14.53	35.00	3.000	15.00	
35.01	3.000	20.00	756.09	302.44	19.66	-0.06266	0.00351	3.092	19.42	35.00	3.000	20.00	
35.00	3.000	25.00	753.28	301.31	19.09	0.01131	0.00357	3.088	24.31	35.00	3.000	25.00	
34.99	3.000	30.00	750.93	300.37	18.52	-0.03542	0.00370	3.082	29.18	35.00	3.000	30.00	
35.00	3.000	35.00	750.84	300.34	18.56	-0.02698	0.00376	3.075	34.07	35.00	3.000	35.00	
35.00	3.000	40.00	749.43	299.77	17.96	-0.08381	0.00376	3.067	38.96	35.00	3.000	40.00	
34.99	3.000	45.00	748.08	299.23	16.57	-0.05720	0.00342	3.058	43.87	35.00	3.000	45.00	
34.99	3.000	50.00	749.19	299.68	16.09	-0.08211	0.00306	3.049	48.80	35.00	3.000	50.00	
34.99	3.000	55.00	750.36	300.15	15.22	-0.02323	0.00255	3.040	53.76	35.00	3.000	55.00	
34.99	3.000	60.00	756.59	302.63	14.59	-0.03837	0.00227	3.031	58.75	35.00	3.000	60.00	
34.99	3.000	65.00	764.47	305.79	13.81	-0.01296	0.00173	3.022	63.79	35.00	3.000	65.00	
34.99	3.000	70.00	776.59	310.64	12.66	0.02903	0.00115	3.015	68.85	35.00	3.000	70.00	
35.00	3.000	75.00	798.31	319.33	11.64	0.00087	0.00076	3.010	73.94	35.00	3.000	75.00	
35.00	3.000	78.00	822.94	329.17	11.09	0.04116	0.00048	3.007	77.01	35.00	3.000	78.00	
34.99	3.000	81.00	867.20	346.88	10.39	-0.00356	0.00030	3.005	80.07	35.00	3.000	81.00	
35.00	3.000	84.00	957.62	383.05	9.99	0.01157	0.00007	3.004	83.14	35.00	3.000	84.00	
35.00	3.000	86.00	1073.90	429.56	10.26	0.05021	-0.00008	3.003	85.19	35.00	3.000	86.00	
35.00	3.000	88.00	1258.22	503.29	11.63	0.04611	-0.00016	3.001	87.24	35.00	3.000	88.00	
35.00	3.000	90.00	1401.00	560.40	13.28	0.02717	-0.00040	2.997	89.25	35.00	3.000	90.00	
35.00	3.000	92.00	1344.93	537.97	13.01	-0.03122	-0.00040	2.994	91.32	35.00	3.000	92.00	
35.00	3.000	94.00	1168.30	467.32	11.41	0.01305	-0.00060	2.991	93.41	35.00	3.000	94.00	
35.01	3.000	96.00	1016.55	406.62	10.52	0.06424	-0.00092	2.991	95.47	35.00	3.000	96.00	
35.00	3.000	99.00	895.70	358.28	10.53	0.10781	-0.00116	2.998	98.56	35.00	3.000	99.00	
35.00	3.000	102.00	840.05	336.02	11.01	0.11079	-0.00133	3.001	101.58	35.00	3.000	102.00	
35.00	3.000	105.00	815.97	326.39	11.85	0.09869	-0.00137	3.003	104.58	35.00	3.000	105.00	
35.00	3.000	110.00	790.77	316.31	12.85	0.08630	-0.00154	3.001	109.51	35.00	3.000	110.00	
35.00	3.000	115.00	778.15	311.26	14.01	0.07964	-0.00144	2.996	114.43	35.00	3.000	115.00	
35.00	3.000	120.00	770.37	308.15	15.00	0.03373	-0.00115	2.990	119.35	35.00	3.000	120.00	
35.00	3.000	125.00	765.27	306.11	15.90	0.01722	-0.00106	2.981	124.29	35.00	3.000	125.00	
35.00	3.000	130.00	764.20	305.68	16.96	0.00871	-0.00063	2.972	129.23	35.00	3.000	130.00	
35.01	3.000	135.00	761.79	304.72	17.55	-0.02770	-0.00031	2.963	134.23	35.00	3.000	135.00	
35.01	3.000	140.00	760.18	304.07	17.88	-0.01849	0.00002	2.955	139.24	35.00	3.000	140.00	
35.00	3.000	145.00	762.88	305.15	19.02	-0.00920	0.00048	2.947	144.26	35.00	3.000	145.00	
35.00	3.000	150.00	762.89	305.16	19.22	-0.04141	0.00074	2.940	149.28	35.00	3.000	150.00	
35.00	3.000	155.00	764.25	305.70	19.15	-0.02738	0.00098	2.935	154.27	35.00	3.000	155.00	
35.00	3.000	160.00	765.98	306.39	19.56	-0.03593	0.00123	2.930	159.26	35.00	3.000	160.00	
35.00	3.000	165.00	767.00	306.80	20.16	-0.04227	0.00165	2.926	164.26	35.00	3.000	165.00	
35.00	3.000	170.00	766.48	306.59	20.00	-0.18547	0.00221	2.922	169.31	35.00	3.000	170.00	
35.00	3.000	175.00	764.79	305.91	19.77	-0.09450	0.00223	2.919	174.47	35.00	3.000	175.00	
35.00	3.000	180.00	762.27	304.91	19.46	-0.01563	0.00207	2.918	179.69	35.00	3.000	180.00	
35.00	3.000	185.00	766.10	306.44	20.80	-0.21068	0.00348	2.919	184.86	35.00	3.000	185.00	
35.00	3.000	190.00	764.04	305.62	20.43	-0.08011	0.00369	2.921	190.02	35.00	3.000	190.00	
35.00	3.000	195.00	757.78	303.11	20.15	-0.03051	0.00385	2.924	195.17	35.00	3.000	195.00	
35.00	3.000	200.00	754.70	301.88	20.03	-0.07435	0.00429	2.929	200.26	35.00	3.000	200.00	
35.00	3.000	205.00	746.95	298.78	18.67	-0.06242	0.00452	2.935	205.34	35.00	3.000	205.00	
35.00	3.000	210.00	746.57	298.63	19.05	-0.01130	0.00464	2.942	210.41	35.00	3.000	210.00	
35.00	3.000	215.00	741.99	296.79	18.29	-0.02318	0.00466	2.950	215.43	35.00	3.000	215.00	
35.00	3.000	220.00	739.38	295.75	17.68	-0.03075	0.00455	2.959	220.39	35.00	3.000	220.00	
35.00	2.999	225.00	745.36	298.14	17.21	-0.08091	0.00459	2.968	225.31	35.00	3.000	225.00	
35.00	3.000	230.00	751.43	300.57	17.45	-0.07050	0.00468	2.977	230.23	35.00	3.000	230.00	
35.00	3.000	235.00	753.10	301.24	16.31	-0.05388	0.00434	2.985	235.11	35.00	3.000	235.00	
35.00	3.000	240.00	759.18	303.67	15.44	-0.08853	0.00401	2.993	239.99	35.00	3.000	240.00	
