Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
64.98	0.010	0.00	763.91	305.56	26.95	-0.06061	0.00085	0.011	-0.93	65.00	0.010	0.00	
65.00	0.010	5.00	764.96	305.98	25.19	-0.00363	0.00028	0.012	2.47	65.00	0.010	5.00	
65.00	0.010	10.00	767.00	306.80	25.88	0.02295	0.00024	0.012	7.71	65.00	0.010	10.00	
64.99	0.010	15.00	766.75	306.70	26.01	0.07275	-0.00007	0.012	12.23	65.00	0.010	15.00	
65.00	0.010	20.00	766.40	306.56	25.55	0.05587	-0.00001	0.012	17.62	65.00	0.010	20.00	
64.99	0.010	25.00	765.24	306.10	25.64	0.01370	0.00004	0.012	21.55	65.00	0.010	25.00	
65.01	0.010	30.00	765.99	306.40	25.84	0.03985	0.00018	0.012	26.39	65.00	0.010	30.00	
64.98	0.010	35.00	768.07	307.23	25.81	0.00431	0.00007	0.011	30.57	65.00	0.010	35.00	
65.00	0.010	40.00	769.79	307.92	26.15	0.04332	0.00012	0.012	35.49	65.00	0.010	40.00	
65.00	0.010	45.00	770.29	308.11	26.21	0.01713	0.00014	0.011	39.96	65.00	0.010	45.00	
64.99	0.010	50.00	770.79	308.32	26.42	-0.00399	0.00015	0.011	44.62	65.00	0.010	50.00	
65.00	0.010	55.00	772.36	308.94	26.60	-0.01808	0.00031	0.011	49.73	65.00	0.010	55.00	
65.00	0.010	60.00	771.94	308.78	26.38	0.02776	-0.00005	0.010	54.79	65.00	0.010	60.00	
65.00	0.010	65.00	771.70	308.68	26.27	0.02115	-0.00005	0.010	60.12	65.00	0.010	65.00	
65.00	0.010	70.00	773.21	309.28	26.53	0.05404	-0.00009	0.010	65.45	65.00	0.010	70.00	
64.99	0.009	75.00	772.59	309.04	26.41	0.05480	-0.00022	0.010	70.59	65.00	0.010	75.00	
65.00	0.010	78.00	762.30	304.92	23.67	0.09503	-0.00058	0.010	74.25	65.00	0.010	78.00	
64.99	0.010	81.00	771.05	308.42	26.20	0.02106	-0.00023	0.010	77.30	65.00	0.010	81.00	
65.00	0.010	84.00	772.49	308.99	26.40	0.01161	0.00013	0.010	81.21	65.00	0.010	84.00	
65.00	0.010	86.00	771.74	308.70	26.32	0.08083	-0.00030	0.010	83.14	65.00	0.010	86.00	
65.00	0.010	88.00	769.60	307.84	27.10	-0.05417	0.00016	0.010	85.14	65.00	0.010	88.00	
64.99	0.009	90.00	768.86	307.54	26.20	0.08737	-0.00023	0.010	87.13	65.00	0.010	90.00	
65.01	0.010	92.00	773.36	309.34	26.46	0.06716	-0.00027	0.010	89.79	65.00	0.010	92.00	
65.00	0.010	94.00	772.10	308.84	26.17	0.05671	-0.00027	0.010	92.10	65.00	0.010	94.00	
65.01	0.010	96.00	773.79	309.52	26.58	-0.01366	-0.00022	0.010	94.57	65.00	0.010	96.00	
64.99	0.010	99.00	772.56	309.02	26.40	0.01493	-0.00036	0.010	98.73	65.00	0.010	99.00	
65.01	0.010	102.00	773.20	309.28	26.47	0.01554	-0.00023	0.010	102.31	65.00	0.010	102.00	
64.98	0.010	105.00	772.19	308.87	26.47	0.04977	-0.00037	0.010	104.70	65.00	0.010	105.00	
65.00	0.010	110.00	772.80	309.12	26.50	0.02439	-0.00027	0.010	110.24	65.00	0.010	110.00	
65.02	0.010	115.00	771.07	308.43	27.15	0.02499	0.00007	0.010	114.46	65.00	0.010	115.00	
64.98	0.010	120.00	770.46	308.18	27.07	-0.05134	0.00026	0.010	119.32	65.00	0.010	120.00	
65.01	0.009	125.00	771.34	308.54	26.36	0.03536	0.00002	0.010	125.59	65.00	0.010	125.00	
64.99	0.010	130.00	771.45	308.58	26.46	-0.05560	0.00009	0.010	130.61	65.00	0.010	130.00	
65.00	0.010	135.00	769.41	307.76	25.95	0.09033	-0.00031	0.010	136.57	65.00	0.010	135.00	
65.00	0.010	140.00	768.06	307.23	25.56	0.03512	-0.00008	0.010	142.04	65.00	0.010	140.00	
64.99	0.010	145.00	768.89	307.56	26.46	0.02337	0.00003	0.010	146.11	65.00	0.010	145.00	
64.99	0.010	150.00	765.86	306.35	25.57	0.04743	-0.00013	0.010	151.61	65.00	0.010	150.00	
65.00	0.010	155.00	766.59	306.64	25.73	0.00165	-0.00004	0.010	157.30	65.00	0.010	155.00	
65.00	0.010	160.00	767.94	307.18	25.81	0.03607	-0.00003	0.010	163.08	65.00	0.010	160.00	
65.00	0.010	165.00	767.98	307.19	25.91	-0.06880	-0.00007	0.010	167.30	65.00	0.010	165.00	
65.00	0.010	170.00	767.21	306.88	25.74	0.05997	-0.00003	0.010	171.94	65.00	0.010	170.00	
65.00	0.010	175.00	766.77	306.71	25.75	0.04487	0.00009	0.010	177.49	65.00	0.010	175.00	
65.00	0.010	180.00	763.61	305.44	25.24	0.00963	0.00008	0.010	181.78	65.00	0.010	180.00	
65.00	0.011	185.00	762.79	305.11	25.83	0.02027	-0.00000	0.010	187.57	65.00	0.010	185.00	
65.00	0.010	190.00	760.93	304.37	25.21	0.05620	-0.00007	0.010	191.89	65.00	0.010	190.00	
65.00	0.010	195.00	764.27	305.71	25.62	0.08311	0.00005	0.010	197.44	65.00	0.010	195.00	
65.02	0.010	200.00	763.62	305.45	25.53	0.06869	-0.00004	0.010	202.47	65.00	0.010	200.00	
65.01	0.010	205.00	765.90	306.36	25.71	0.02015	0.00013	0.011	207.18	65.00	0.010	205.00	
64.98	0.010	210.00	765.38	306.15	25.56	0.04418	-0.00007	0.011	212.27	65.00	0.010	210.00	
64.99	0.010	215.00	765.99	306.40	25.64	0.00238	0.00006	0.010	217.39	65.00	0.010	215.00	
64.99	0.010	220.00	766.55	306.62	25.71	-0.01128	-0.00001	0.011	222.93	65.00	0.010	220.00	
