Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
64.98	0.050	0.00	714.28	285.71	24.38	-0.00436	0.00057	0.052	-0.14	65.00	0.050	0.00	
64.98	0.050	5.00	711.27	284.51	23.50	0.03075	-0.00007	0.053	4.36	65.00	0.050	5.00	
65.00	0.050	10.00	719.37	287.75	23.86	0.07961	-0.00007	0.053	9.34	65.00	0.050	10.00	
64.98	0.050	15.00	720.64	288.26	24.10	0.05122	0.00014	0.053	14.29	65.00	0.050	15.00	
65.01	0.050	20.00	723.81	289.53	24.43	0.01447	0.00024	0.053	19.12	65.00	0.050	20.00	
64.99	0.050	25.00	726.03	290.41	24.76	-0.03006	0.00024	0.053	24.02	65.00	0.050	25.00	
65.00	0.050	30.00	726.69	290.68	25.31	0.01504	0.00016	0.053	28.87	65.00	0.050	30.00	
65.01	0.050	35.00	733.07	293.23	24.61	0.05196	0.00017	0.052	33.52	65.00	0.050	35.00	
64.98	0.051	40.00	736.37	294.55	24.91	0.02610	0.00014	0.052	38.32	65.00	0.050	40.00	
65.00	0.050	45.00	741.58	296.63	25.51	0.04145	0.00020	0.051	43.03	65.00	0.050	45.00	
64.99	0.050	50.00	745.40	298.16	26.13	-0.00647	0.00037	0.051	47.87	65.00	0.050	50.00	
65.00	0.050	55.00	748.38	299.35	26.22	0.01099	0.00023	0.050	52.78	65.00	0.050	55.00	
64.99	0.050	60.00	750.47	300.19	25.61	0.02164	0.00016	0.050	57.79	65.00	0.050	60.00	
65.00	0.050	65.00	750.25	300.10	25.81	-0.00510	0.00017	0.050	62.85	65.00	0.050	65.00	
64.99	0.050	70.00	751.58	300.63	25.92	0.00535	-0.00004	0.049	67.98	65.00	0.050	70.00	
65.00	0.050	75.00	758.63	303.45	26.32	0.00271	0.00002	0.050	73.16	65.00	0.050	75.00	
65.00	0.050	78.00	759.10	303.64	26.31	0.04382	-0.00008	0.050	76.60	65.00	0.050	78.00	
64.99	0.050	81.00	759.23	303.69	26.32	0.02538	-0.00015	0.050	79.47	65.00	0.050	81.00	
65.01	0.050	84.00	751.25	300.50	23.45	0.08699	-0.00039	0.050	82.86	65.00	0.050	84.00	
65.00	0.050	86.00	759.80	303.92	26.35	0.01542	-0.00015	0.049	84.94	65.00	0.050	86.00	
65.00	0.050	88.00	758.66	303.46	26.75	0.02530	-0.00013	0.050	87.02	65.00	0.050	88.00	
64.99	0.050	90.00	757.58	303.03	26.20	0.02540	-0.00030	0.050	89.24	65.00	0.050	90.00	
65.00	0.050	92.00	761.49	304.60	26.85	0.02948	-0.00028	0.050	91.35	65.00	0.050	92.00	
65.00	0.050	94.00	759.02	303.61	26.15	0.01521	-0.00012	0.050	93.52	65.00	0.050	94.00	
65.01	0.050	96.00	760.05	304.02	26.44	0.06838	-0.00031	0.050	95.58	65.00	0.050	96.00	
64.99	0.050	99.00	759.49	303.80	26.61	-0.00399	-0.00011	0.050	98.46	65.00	0.050	99.00	
65.00	0.050	102.00	758.71	303.48	26.29	0.03524	-0.00031	0.050	101.67	65.00	0.050	102.00	
64.99	0.050	105.00	756.36	302.55	26.07	0.03029	-0.00036	0.050	104.55	65.00	0.050	105.00	
65.00	0.050	110.00	755.43	302.17	25.94	-0.00964	-0.00011	0.050	109.56	65.00	0.050	110.00	
65.02	0.050	115.00	752.49	301.00	25.59	0.08530	-0.00028	0.050	114.77	65.00	0.050	115.00	
64.99	0.050	120.00	740.97	296.39	22.61	0.03679	-0.00034	0.051	119.48	65.00	0.050	120.00	
64.99	0.050	125.00	746.54	298.61	25.01	0.09774	-0.00029	0.050	124.63	65.00	0.050	125.00	
