Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
80.01	0.070	0.00	194.88	77.95	17.93	-0.04405	0.00164	0.073	0.08	80.00	0.070	0.00	
80.00	0.070	5.00	194.50	77.80	17.42	0.04531	0.00048	0.073	4.89	80.00	0.070	5.00	
80.00	0.070	10.00	195.52	78.21	17.52	-0.02017	0.00063	0.073	10.03	80.00	0.070	10.00	
80.00	0.070	15.00	196.97	78.79	17.64	0.02288	0.00066	0.073	15.06	80.00	0.070	15.00	
80.00	0.070	20.00	198.31	79.32	17.58	0.02645	0.00062	0.073	20.01	80.00	0.070	20.00	
80.00	0.070	25.00	200.13	80.05	17.86	0.00540	0.00071	0.073	24.91	80.00	0.070	25.00	
80.00	0.070	30.00	202.38	80.95	17.85	0.00267	0.00093	0.073	29.72	80.00	0.070	30.00	
80.00	0.070	35.00	203.53	81.41	17.70	0.02990	0.00069	0.073	34.48	80.00	0.070	35.00	
80.00	0.070	40.00	205.77	82.31	17.87	0.02826	0.00052	0.073	39.33	80.00	0.070	40.00	
80.01	0.070	45.00	209.06	83.62	18.22	-0.01196	0.00076	0.072	44.14	80.00	0.070	45.00	
80.00	0.070	50.00	212.46	84.98	17.93	0.02545	0.00063	0.072	48.96	80.00	0.070	50.00	
80.00	0.070	55.00	216.09	86.43	18.07	0.03379	0.00064	0.071	53.73	80.00	0.070	55.00	
80.00	0.070	60.00	221.48	88.59	18.43	0.00558	0.00066	0.070	58.70	80.00	0.070	60.00	
80.00	0.070	65.00	226.96	90.79	18.87	0.00794	0.00081	0.070	63.68	80.00	0.070	65.00	
80.01	0.070	70.00	234.05	93.62	19.59	0.00426	0.00062	0.070	68.73	80.00	0.070	70.00	
80.00	0.070	75.00	241.25	96.50	20.19	-0.01105	0.00068	0.070	73.83	80.00	0.070	75.00	
80.00	0.070	78.00	245.22	98.09	20.28	0.06507	0.00017	0.070	77.05	80.00	0.070	78.00	
80.00	0.070	81.00	249.68	99.87	20.82	-0.00029	0.00042	0.069	80.14	80.00	0.070	81.00	
80.00	0.070	84.00	253.35	101.34	21.46	0.04089	0.00031	0.070	83.20	80.00	0.070	84.00	
80.01	0.070	86.00	255.30	102.12	21.74	-0.05476	0.00066	0.070	85.33	80.00	0.070	86.00	
80.00	0.071	88.00	256.17	102.47	21.84	0.00438	0.00030	0.070	87.41	80.00	0.070	88.00	
80.00	0.069	90.00	256.77	102.71	22.24	0.00321	0.00041	0.070	89.50	80.00	0.070	90.00	
