Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
64.98	0.019	0.00	758.96	303.59	26.78	-0.08476	0.00105	0.020	-0.31	65.00	0.020	0.00	
65.00	0.020	5.00	756.23	302.49	26.47	0.00836	0.00028	0.022	3.23	65.00	0.020	5.00	
64.98	0.020	10.00	759.40	303.76	26.69	0.03576	0.00001	0.022	8.26	65.00	0.020	10.00	
65.01	0.020	15.00	762.30	304.92	26.72	-0.08748	0.00033	0.022	13.06	65.00	0.020	15.00	
64.98	0.020	20.00	762.16	304.86	26.68	0.08725	0.00025	0.022	17.91	65.00	0.020	20.00	
65.00	0.020	25.00	762.26	304.90	26.29	0.03306	0.00020	0.022	22.79	65.00	0.020	25.00	
64.99	0.020	30.00	763.64	305.46	26.55	0.02993	0.00018	0.022	27.53	65.00	0.020	30.00	
65.00	0.020	35.00	763.05	305.22	25.41	0.04736	0.00006	0.021	32.13	65.00	0.020	35.00	
64.98	0.020	40.00	764.16	305.66	25.65	0.07681	0.00009	0.021	36.75	65.00	0.020	40.00	
65.00	0.020	45.00	763.80	305.52	24.98	-0.00366	0.00026	0.021	41.37	65.00	0.020	45.00	
64.99	0.020	50.00	765.46	306.18	25.29	-0.01329	0.00018	0.021	46.68	65.00	0.020	50.00	
65.00	0.019	55.00	768.17	307.27	25.94	0.05553	-0.00006	0.020	51.48	65.00	0.020	55.00	
65.01	0.020	60.00	770.71	308.28	26.52	0.00648	0.00019	0.020	56.48	65.00	0.020	60.00	
64.99	0.020	65.00	766.79	306.72	25.79	0.02517	-0.00012	0.020	61.86	65.00	0.020	65.00	
65.00	0.020	70.00	769.40	307.76	26.51	0.01225	-0.00003	0.020	66.82	65.00	0.020	70.00	
64.99	0.020	75.00	772.52	309.01	26.78	0.01646	-0.00001	0.020	72.20	65.00	0.020	75.00	
65.00	0.020	78.00	772.49	308.99	26.48	0.03310	-0.00011	0.020	75.70	65.00	0.020	78.00	
64.99	0.020	81.00	771.60	308.64	26.32	0.05444	-0.00031	0.019	78.89	65.00	0.020	81.00	
65.00	0.020	84.00	772.73	309.09	26.48	-0.00220	-0.00021	0.020	82.15	65.00	0.020	84.00	
65.00	0.020	86.00	771.01	308.40	26.56	0.08941	-0.00046	0.020	84.19	65.00	0.020	86.00	
65.00	0.020	88.00	767.06	306.82	24.71	0.07656	-0.00041	0.020	86.47	65.00	0.020	88.00	
65.00	0.020	90.00	771.51	308.60	26.22	0.03497	-0.00029	0.020	88.79	65.00	0.020	90.00	
65.01	0.021	92.00	773.18	309.27	26.64	0.01651	-0.00018	0.020	91.22	65.00	0.020	92.00	
65.00	0.020	94.00	773.21	309.28	26.84	0.01924	-0.00017	0.020	92.72	65.00	0.020	94.00	
65.00	0.020	96.00	773.03	309.21	26.58	0.02576	-0.00030	0.020	95.04	65.00	0.020	96.00	
64.99	0.020	99.00	770.93	308.37	26.18	0.02920	-0.00025	0.020	98.50	65.00	0.020	99.00	
65.01	0.020	102.00	772.05	308.82	26.42	0.06941	-0.00022	0.020	101.54	65.00	0.020	102.00	
64.99	0.020	105.00	771.34	308.53	26.51	0.01483	-0.00032	0.020	104.38	65.00	0.020	105.00	
65.00	0.020	110.00	770.85	308.34	26.26	0.03912	-0.00018	0.020	109.36	65.00	0.020	110.00	
