Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
80.01	7.000	0.00	0.14	0.06	1.26	0.02741	-0.10000	7.120	-0.16	80.00	7.000	0.00	
80.01	7.000	5.00	0.15	0.06	1.28	-0.05388	-0.10000	7.120	4.87	80.00	7.000	5.00	
80.00	7.000	10.00	0.38	0.15	1.91	-1.00000	-0.10000	7.119	9.78	80.00	7.000	10.00	
80.00	7.000	15.00	0.22	0.09	1.45	-1.00000	-0.10000	7.117	14.70	80.00	7.000	15.00	
80.00	7.000	20.00	0.23	0.09	1.46	-1.00000	-0.10000	7.111	19.61	80.00	7.000	20.00	
80.00	6.999	25.00	0.24	0.09	1.44	-0.99433	0.10000	7.105	24.54	80.00	7.000	25.00	
80.01	7.000	30.00	0.28	0.11	1.47	0.06475	-0.10000	7.097	29.46	80.00	7.000	30.00	
79.99	7.000	35.00	0.35	0.14	1.55	-1.00000	-0.10000	7.088	34.37	80.00	7.000	35.00	
80.00	7.000	40.00	0.46	0.18	1.65	-0.33654	-0.10000	7.078	39.29	80.00	7.000	40.00	
80.00	7.000	45.00	0.71	0.28	1.94	-0.12558	-0.10000	7.066	44.23	80.00	7.000	45.00	
80.01	7.000	50.00	0.95	0.38	2.10	-0.27095	-0.10000	7.053	49.17	80.00	7.000	50.00	
80.00	7.000	55.00	1.43	0.57	2.47	-0.18460	0.10000	7.040	54.14	80.00	7.000	55.00	
80.01	7.000	60.00	1.86	0.74	2.63	-0.01428	-0.10000	7.028	59.14	80.00	7.000	60.00	
80.00	7.000	65.00	2.45	0.98	2.85	-0.01895	-0.10000	7.017	64.18	80.00	7.000	65.00	
80.00	7.000	70.00	3.32	1.33	3.22	-0.00326	-0.10000	7.008	69.22	80.00	7.000	70.00	
80.00	7.000	75.00	4.46	1.79	3.62	0.07798	-0.10000	6.998	74.30	80.00	7.000	75.00	
79.99	7.000	78.00	5.35	2.14	3.91	0.09314	-0.10000	6.993	77.34	80.00	7.000	78.00	
79.99	7.000	81.00	6.34	2.53	4.21	0.09648	-0.10000	6.988	80.40	80.00	7.000	81.00	
80.00	7.000	84.00	7.52	3.01	4.64	0.17246	-0.10000	6.984	83.48	80.00	7.000	84.00	
80.01	7.000	86.00	8.52	3.41	5.03	0.16488	-0.10000	6.981	85.53	80.00	7.000	86.00	
80.00	7.000	88.00	9.67	3.87	5.39	0.23142	-0.10000	6.979	87.59	80.00	7.000	88.00	
80.00	7.000	90.00	10.97	4.39	5.87	0.14678	-0.06189	6.977	89.65	80.00	7.000	90.00	
80.00	7.000	92.00	9.96	3.98	5.45	0.19350	-0.10000	6.976	91.73	80.00	7.000	92.00	
80.01	7.000	94.00	8.88	3.55	5.18	0.16858	-0.10000	6.976	93.81	80.00	7.000	94.00	
80.00	7.000	96.00	7.89	3.16	4.82	0.12645	-0.10000	6.976	95.86	80.00	7.000	96.00	
80.00	7.000	99.00	6.64	2.66	4.36	0.09693	-0.10000	6.974	98.88	80.00	7.000	99.00	
80.00	7.000	102.00	5.53	2.21	3.96	0.05054	-0.10000	6.972	101.83	80.00	7.000	102.00	
80.00	7.000	105.00	4.63	1.85	3.65	0.00427	-0.10000	6.967	104.76	80.00	7.000	105.00	
