Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
39.98	2.000	0.00	766.01	306.40	19.53	-0.11330	0.00096	2.080	-0.47	40.00	2.000	0.00	
40.00	2.000	5.00	759.39	303.76	18.51	0.03299	0.00022	2.080	4.48	40.00	2.000	5.00	
39.98	2.000	10.00	759.87	303.95	19.09	-0.13985	0.00110	2.080	9.45	40.00	2.000	10.00	
39.98	2.000	15.00	756.42	302.57	19.02	-0.06047	0.00116	2.079	14.37	40.00	2.000	15.00	
40.00	2.000	20.00	754.00	301.60	18.99	-0.02066	0.00135	2.077	19.30	40.00	2.000	20.00	
40.00	1.999	25.00	749.70	299.88	18.62	-0.05539	0.00121	2.072	24.16	40.00	2.000	25.00	
39.99	2.000	30.00	744.24	297.70	17.73	0.00363	0.00117	2.068	29.04	40.00	2.000	30.00	
39.99	2.000	35.00	739.47	295.79	17.13	-0.04323	0.00111	2.061	33.90	40.00	2.000	35.00	
40.00	2.000	40.00	736.17	294.47	16.90	-0.00389	0.00088	2.054	38.76	40.00	2.000	40.00	
39.99	1.999	45.00	731.92	292.77	16.22	0.03922	0.00087	2.046	43.64	40.00	2.000	45.00	
39.99	2.000	50.00	729.84	291.94	15.70	0.04518	0.00080	2.037	48.55	40.00	2.000	50.00	
40.01	2.000	55.00	729.28	291.71	15.21	0.02043	0.00074	2.026	53.52	40.00	2.000	55.00	
39.99	1.999	60.00	729.55	291.82	14.64	0.05557	0.00073	2.017	58.50	40.00	2.000	60.00	
39.98	1.999	65.00	730.10	292.04	13.69	0.01478	0.00064	2.010	63.54	40.00	2.000	65.00	
40.01	2.000	70.00	734.55	293.82	12.99	-0.00502	0.00048	2.002	68.66	40.00	2.000	70.00	
39.99	2.000	75.00	741.19	296.48	11.81	0.03837	0.00022	1.999	73.76	40.00	2.000	75.00	
39.99	1.999	78.00	749.86	299.94	11.02	0.05006	-0.00002	1.998	76.84	40.00	2.000	78.00	
40.00	1.999	81.00	773.68	309.47	10.39	0.02017	0.00000	1.996	79.94	40.00	2.000	81.00	
39.99	2.000	84.00	825.79	330.32	9.85	-0.05592	0.00005	1.994	83.05	40.00	2.000	84.00	
39.98	2.000	86.00	895.51	358.21	9.76	-0.02101	-0.00006	1.995	85.11	40.00	2.000	86.00	
39.98	2.000	88.00	1004.69	401.87	10.52	-0.00032	-0.00007	1.995	87.16	40.00	2.000	88.00	
39.98	2.000	90.00	1092.33	436.93	11.63	-0.02228	-0.00006	1.994	89.22	40.00	2.000	90.00	
39.98	2.000	92.00	1070.36	428.14	11.58	-0.02811	0.00002	1.994	91.28	40.00	2.000	92.00	
39.98	2.000	94.00	970.58	388.23	10.64	0.03701	-0.00013	1.992	93.34	40.00	2.000	94.00	
39.98	2.000	96.00	875.47	350.19	10.10	-0.02423	-0.00031	1.994	95.39	40.00	2.000	96.00	
39.99	2.000	99.00	793.69	317.48	10.13	0.08434	-0.00064	1.996	98.42	40.00	2.000	99.00	
39.99	2.001	102.00	762.13	304.85	10.81	0.04463	-0.00081	1.998	101.44	40.00	2.000	102.00	
39.99	2.000	105.00	749.75	299.90	11.58	0.02241	-0.00063	2.001	104.45	40.00	2.000	105.00	
39.99	2.000	110.00	743.37	297.35	12.95	0.00565	-0.00055	2.001	109.39	40.00	2.000	110.00	
39.99	1.999	115.00	740.90	296.36	13.98	0.02997	-0.00040	2.001	114.30	40.00	2.000	115.00	
39.99	2.000	120.00	738.25	295.30	14.48	-0.02402	-0.00045	1.998	119.22	40.00	2.000	120.00	
39.99	2.000	125.00	738.83	295.53	15.16	0.03969	-0.00028	1.994	124.14	40.00	2.000	125.00	
40.00	2.000	130.00	739.72	295.89	15.69	0.01700	-0.00031	1.990	129.09	40.00	2.000	130.00	
40.00	2.000	135.00	745.33	298.13	16.94	-0.02397	-0.00006	1.985	134.07	40.00	2.000	135.00	
40.00	2.000	140.00	748.18	299.27	17.41	0.03692	-0.00006	1.979	139.08	40.00	2.000	140.00	
40.00	2.000	145.00	752.87	301.15	18.11	0.00267	0.00016	1.974	144.08	40.00	2.000	145.00	
40.00	2.000	150.00	755.32	302.13	18.07	0.02162	0.00011	1.969	149.09	40.00	2.000	150.00	
40.00	2.000	155.00	760.42	304.17	18.78	0.04494	0.00024	1.966	154.04	40.00	2.000	155.00	
40.01	2.000	160.00	763.42	305.37	19.03	0.01235	0.00001	1.964	159.01	40.00	2.000	160.00	
39.99	2.000	165.00	765.80	306.32	19.01	0.04085	-0.00005	1.961	164.02	40.00	2.000	165.00	
39.99	2.000	170.00	770.31	308.13	19.87	-0.00479	0.00038	1.960	169.07	40.00	2.000	170.00	
40.02	2.000	175.00	767.79	307.12	19.21	0.09593	-0.00026	1.959	174.26	40.00	2.000	175.00	
39.99	2.000	180.00	766.13	306.45	19.09	0.00991	-0.00023	1.959	179.42	40.00	2.000	180.00	
40.01	2.000	185.00	764.56	305.82	18.88	0.00819	-0.00013	1.960	184.61	40.00	2.000	185.00	
40.01	2.000	190.00	764.15	305.66	19.08	0.07312	0.00021	1.962	189.80	40.00	2.000	190.00	
40.01	2.000	195.00	757.78	303.11	18.67	0.14500	0.00031	1.966	194.93	40.00	2.000	195.00	
40.01	2.000	200.00	747.28	298.91	17.99	0.01021	0.00029	1.970	200.52	40.00	2.000	200.00	
39.98	2.000	205.00	746.29	298.52	18.59	0.16759	0.00059	1.976	205.15	40.00	2.000	205.00	
39.99	2.000	210.00	738.92	295.57	18.04	0.11479	0.00064	1.982	210.23	40.00	2.000	210.00	
39.99	2.000	215.00	741.21	296.48	18.94	-0.02568	0.00194	1.988	215.25	40.00	2.000	215.00	
40.01	1.999	220.00	723.86	289.54	16.31	0.03524	0.00005	1.995	220.56	40.00	2.000	220.00	
40.01	2.000	225.00	727.30	290.92	17.67	0.02847	0.00032	2.001	225.41	40.00	2.000	225.00	
39.99	2.000	230.00	727.75	291.10	16.36	-0.05260	0.00204	2.007	229.87	40.00	2.000	230.00	
40.02	1.999	235.00	713.19	285.28	14.15	0.09045	-0.00030	2.010	235.07	40.00	2.000	235.00	
40.00	2.001	240.00	726.37	290.55	15.36	-0.01619	0.00013	2.015	239.89	40.00	2.000	240.00	
